,Entity,Year,% primary energy,% electricity
3102,South and Central America ,1989,28.87224,71.38648
3103,South and Central America ,1990,29.70695,72.58102
3104,South and Central America ,1991,30.710894,73.675255
3105,South and Central America ,1992,29.910597,73.15997
3106,South and Central America ,1993,30.842648,74.48856
3107,South and Central America ,1994,30.705935,75.02686
3108,South and Central America ,1995,30.475994,73.456
3109,South and Central America ,1996,30.514223,72.87864
3110,South and Central America ,1997,30.418795,72.73795
3111,South and Central America ,1998,29.906204,71.18482
3112,South and Central America ,1999,29.916494,69.488525
3113,South and Central America ,2000,30.455803,69.877045
3114,South and Central America ,2001,28.665403,66.89063
3115,South and Central America ,2002,29.601973,68.21291
3116,South and Central America ,2003,30.20722,68.02618
3117,South and Central America ,2004,29.696253,67.1631
3118,South and Central America ,2005,30.37529,68.05705
3119,South and Central America ,2006,30.115812,67.94891
3120,South and Central America ,2007,30.1554,67.62701
3121,South and Central America ,2008,30.233976,66.13725
3122,South and Central America ,2009,31.516335,67.42534
3123,South and Central America ,2010,30.566174,65.25838
3124,South and Central America ,2011,30.697844,66.76494
3125,South and Central America ,2012,29.60313,63.771618
3126,South and Central America ,2013,28.693209,60.82407
3127,South and Central America ,2014,28.405699,59.448925
3128,South and Central America ,2015,28.887499,59.257008
3129,South and Central America ,2016,30.08042,61.577827
3130,South and Central America ,2017,31.089474,64.47504
3131,South and Central America ,2018,32.622395,65.937256
3132,South and Central America ,2019,33.20571,65.85047
3133,South and Central America ,2020,35.843475,68.35482
3134,South and Central America ,2021,33.634804,65.16721
3135,Spain,1985,10.242602,25.20347
3136,Spain,1986,8.501705,21.030579
3137,Spain,1987,8.477233,21.065016
3138,Spain,1988,10.430665,25.88588
3139,Spain,1989,5.5330205,13.563719
3140,Spain,1990,7.19887,17.21447
3141,Spain,1991,7.4529076,17.970922
3142,Spain,1992,5.0132504,12.508775
3143,Spain,1993,6.6250877,16.164928
3144,Spain,1994,7.3138194,18.060907
3145,Spain,1995,5.9382825,14.722221
3146,Spain,1996,9.653098,23.793047
3147,Spain,1997,8.211403,19.546366
3148,Spain,1998,7.8152103,19.075443
3149,Spain,1999,5.6294966,13.232505
3150,Spain,2000,7.0082307,15.611987
3151,Spain,2001,9.167547,21.152443
3152,Spain,2002,6.4462705,13.826016
3153,Spain,2003,9.7589035,21.667315
3154,Spain,2004,8.440905,18.319021
3155,Spain,2005,6.9234943,14.859735
3156,Spain,2006,8.360923,17.6624
3157,Spain,2007,9.064817,19.334726
3158,Spain,2008,9.948371,20.00515
3159,Spain,2009,12.662101,25.410765
3160,Spain,2010,16.742804,32.79222
3161,Spain,2011,15.473434,30.040842
3162,Spain,2012,15.889772,29.604794
3163,Spain,2013,19.901302,39.585037
3164,Spain,2014,20.088554,40.103294
3165,Spain,2015,17.507902,34.989906
3166,Spain,2016,18.609848,38.581806
3167,Spain,2017,15.68235,32.220592
3168,Spain,2018,18.230534,38.20803
3169,Spain,2019,17.37585,37.28081
3170,Spain,2020,22.102654,43.81088
3171,Spain,2021,22.341663,46.43477
3172,Sri Lanka,1985,27.567667,97.18459
3173,Sri Lanka,1986,28.917849,99.75111
3174,Sri Lanka,1987,23.145031,80.41519
3175,Sri Lanka,1988,27.9051,92.792305
3176,Sri Lanka,1989,30.912357,98.01603
3177,Sri Lanka,1990,31.11434,99.841255
3178,Sri Lanka,1991,30.897804,92.286285
3179,Sri Lanka,1992,26.798069,81.92502
3180,Sri Lanka,1993,32.161766,95.40805
3181,Sri Lanka,1994,31.979883,93.21542
3182,Sri Lanka,1995,32.76565,94.03553
3183,Sri Lanka,1996,22.438143,71.818214
3184,Sri Lanka,1997,23.044756,67.016136
3185,Sri Lanka,1998,24.549494,68.98116
3186,Sri Lanka,1999,24.375671,66.56838
3187,Sri Lanka,2000,17.715664,49.14729
3188,Sri Lanka,2001,17.628239,47.32006
3189,Sri Lanka,2002,14.758176,39.411762
3190,Sri Lanka,2003,17.510588,44.129555
3191,Sri Lanka,2004,16.025322,37.309643
3192,Sri Lanka,2005,16.077099,38.409855
3193,Sri Lanka,2006,19.959389,45.897743
3194,Sri Lanka,2007,16.628553,41.430073
3195,Sri Lanka,2008,18.3665,43.347195
3196,Sri Lanka,2009,17.016684,41.10302
3197,Sri Lanka,2010,22.894518,54.50192
3198,Sri Lanka,2011,17.231127,42.180515
3199,Sri Lanka,2012,12.257574,30.606861
3200,Sri Lanka,2013,24.80347,61.234993
3201,Sri Lanka,2014,15.6329,40.85213
3202,Sri Lanka,2015,18.154892,50.0
3203,Sri Lanka,2016,12.23384,34.331627
3204,Sri Lanka,2017,12.293098,31.654188
3205,Sri Lanka,2018,18.060566,47.42819
3206,Sri Lanka,2019,14.141156,36.33501
3207,Sri Lanka,2020,15.967422,38.51091
3208,Sri Lanka,2021,21.404533,37.713936
3209,Sweden,1985,31.184616,53.08152
3210,Sweden,1986,26.016823,45.379406
3211,Sweden,1987,31.165653,50.363983
3212,Sweden,1988,31.078043,49.18895
3213,Sweden,1989,32.67113,51.676205
3214,Sweden,1990,32.335453,51.00014
3215,Sweden,1991,29.826092,44.30156
3216,Sweden,1992,34.725967,52.333317
3217,Sweden,1993,35.322853,52.91891
3218,Sweden,1994,28.229177,43.027332
3219,Sweden,1995,32.06243,47.578903
3220,Sweden,1996,25.265974,38.404095
3221,Sweden,1997,32.551292,48.274235
3222,Sweden,1998,32.49207,49.18446
3223,Sweden,1999,32.139984,48.275642
3224,Sweden,2000,38.59571,57.247128
3225,Sweden,2001,35.828453,51.559402
3226,Sweden,2002,32.522167,48.500343
3227,Sweden,2003,27.901482,43.378387
3228,Sweden,2004,30.187603,44.94693
3229,Sweden,2005,34.73209,51.291286
3230,Sweden,2006,32.33128,49.5952
3231,Sweden,2007,34.59903,52.029293
3232,Sweden,2008,36.92847,54.309544
3233,Sweden,2009,39.14199,58.42606
3234,Sweden,2010,38.351444,55.29808
3235,Sweden,2011,39.861126,55.95555
3236,Sweden,2012,43.305737,59.063873
3237,Sweden,2013,38.95485,54.035156
3238,Sweden,2014,40.648502,55.83849
3239,Sweden,2015,46.599625,63.271606
3240,Sweden,2016,42.0827,57.17493
3241,Sweden,2017,43.339447,57.88224
3242,Sweden,2018,42.218502,55.797012
3243,Sweden,2019,43.813766,58.745995
3244,Sweden,2020,51.05897,68.471825
3245,Sweden,2021,50.924007,67.3808
3246,Switzerland,1985,29.6324,57.540207
3247,Switzerland,1986,29.059496,58.11356
3248,Switzerland,1987,30.830393,58.904114
3249,Switzerland,1988,31.572079,59.977894
3250,Switzerland,1989,28.203423,55.490753
3251,Switzerland,1990,26.99222,53.979496
3252,Switzerland,1991,28.263733,56.006073
3253,Switzerland,1992,28.394737,55.767498
3254,Switzerland,1993,31.083035,58.932392
3255,Switzerland,1994,32.318325,59.91988
3256,Switzerland,1995,30.77135,56.872494
3257,Switzerland,1996,26.179201,51.231163
3258,Switzerland,1997,28.93256,55.186493
3259,Switzerland,1998,28.326658,53.999878
3260,Switzerland,1999,32.331284,59.416866
3261,Switzerland,2000,30.638752,55.06073
3262,Switzerland,2001,31.928984,57.69173
3263,Switzerland,2002,29.157331,53.11631
3264,Switzerland,2003,28.983334,52.570396
3265,Switzerland,2004,28.4365,52.170998
3266,Switzerland,2005,27.377468,53.49527
3267,Switzerland,2006,26.049185,49.128258
3268,Switzerland,2007,29.711977,52.46536
3269,Switzerland,2008,29.249441,53.268494
3270,Switzerland,2009,28.93271,53.01766
3271,Switzerland,2010,29.882568,54.037067
3272,Switzerland,2011,28.442818,51.18243
3273,Switzerland,2012,31.854078,56.59966
3274,Switzerland,2013,30.987797,56.19592
3275,Switzerland,2014,32.27639,54.89839
3276,Switzerland,2015,33.1626,59.098953
3277,Switzerland,2016,32.287403,58.38261
3278,Switzerland,2017,32.014774,59.078064
3279,Switzerland,2018,31.950867,55.114822
3280,Switzerland,2019,33.137398,56.601505
3281,Switzerland,2020,36.21057,60.519287
3282,Switzerland,2021,36.716644,66.05731
3283,Taiwan,1985,4.4680967,10.80712
3284,Taiwan,1986,4.194708,9.841289
3285,Taiwan,1987,3.481769,7.9674087
3286,Taiwan,1988,2.674821,6.132828
3287,Taiwan,1989,2.7342827,6.018356
3288,Taiwan,1990,3.3431942,7.3096232
3289,Taiwan,1991,1.9690255,4.130845
3290,Taiwan,1992,3.0788274,6.46037
3291,Taiwan,1993,1.8557117,3.7685075
3292,Taiwan,1994,2.141311,4.2672524
3293,Taiwan,1995,1.9825535,3.9238408
3294,Taiwan,1996,1.9023186,3.6720493
3295,Taiwan,1997,1.9892831,3.8349447
3296,Taiwan,1998,2.2135477,4.1715035
3297,Taiwan,1999,1.8112775,3.4364924
3298,Taiwan,2000,1.6464219,3.107689
3299,Taiwan,2001,1.820539,3.4858506
3300,Taiwan,2002,1.2093642,2.2586427
3301,Taiwan,2003,1.2677935,2.3586745
3302,Taiwan,2004,1.2749457,2.3760812
3303,Taiwan,2005,1.473228,2.695936
3304,Taiwan,2006,1.475401,2.6897504
3305,Taiwan,2007,1.5262464,2.826205
3306,Taiwan,2008,1.5631176,2.865781
3307,Taiwan,2009,1.4994724,2.7829232
3308,Taiwan,2010,1.5620868,2.9057376
3309,Taiwan,2011,1.6331027,2.9686685
3310,Taiwan,2012,1.9954244,3.6737664
3311,Taiwan,2013,1.9780341,3.708758
3312,Taiwan,2014,1.7324574,3.2236714
3313,Taiwan,2015,1.8325284,3.4494925
3314,Taiwan,2016,2.2558503,4.236638
3315,Taiwan,2017,2.1802807,4.012288
3316,Taiwan,2018,2.1791105,3.9976485
3317,Taiwan,2019,2.7165449,4.9634657
3318,Taiwan,2020,2.7744627,4.837253
3319,Taiwan,2021,3.0361571,5.438749
3320,Thailand,1985,5.7355323,16.026957
3321,Thailand,1986,8.074997,22.422956
3322,Thailand,1987,5.1940317,14.21294
3323,Thailand,1988,4.2621784,11.564287
3324,Thailand,1989,5.435299,14.814671
3325,Thailand,1990,4.073402,11.164903
3326,Thailand,1991,3.4002542,9.048247
3327,Thailand,1992,2.8629646,7.329365
3328,Thailand,1993,2.1971903,5.750053
3329,Thailand,1994,2.3979282,6.2647166
3330,Thailand,1995,3.2421882,8.447449
3331,Thailand,1996,3.1586607,8.531997
3332,Thailand,1997,2.9777153,7.938052
3333,Thailand,1998,2.3759058,6.0294333
3334,Thailand,1999,1.6081548,4.2754407
3335,Thailand,2000,2.5746095,7.126103
3336,Thailand,2001,2.5714476,7.061527
3337,Thailand,2002,2.8180337,7.944477
3338,Thailand,2003,2.7227082,7.6718354
3339,Thailand,2004,2.3133497,6.516355
3340,Thailand,2005,2.2752101,6.0325203
3341,Thailand,2006,2.9778264,7.598855
3342,Thailand,2007,2.9363692,7.708585
3343,Thailand,2008,2.9482808,6.562546
3344,Thailand,2009,3.0501225,6.626331
3345,Thailand,2010,2.8064702,5.708583
3346,Thailand,2011,3.4573398,8.039962
3347,Thailand,2012,3.7705746,8.539612
3348,Thailand,2013,3.859155,7.6765037
3349,Thailand,2014,4.2589955,8.395728
3350,Thailand,2015,4.1909814,7.994962
3351,Thailand,2016,4.5999756,8.984024
3352,Thailand,2017,5.3063264,10.957095
3353,Thailand,2018,6.3802214,14.190005
3354,Thailand,2019,6.9562197,14.700173
3355,Thailand,2020,6.9914207,13.796373
3356,Thailand,2021,7.113618,14.506635
3357,Trinidad and Tobago,1985,0.091819726,0.5623553
3358,Trinidad and Tobago,1986,0.13506165,0.7900335
3359,Trinidad and Tobago,1987,0.17057733,0.8905487
3360,Trinidad and Tobago,1988,0.1351906,0.774749
3361,Trinidad and Tobago,1989,0.13232675,0.7584598
3362,Trinidad and Tobago,1990,0.1421816,0.866648
3363,Trinidad and Tobago,1991,0.115011245,0.672043
3364,Trinidad and Tobago,1992,0.13038902,0.75452715
3365,Trinidad and Tobago,1993,0.11545403,0.73356044
3366,Trinidad and Tobago,1994,0.12450814,0.78643405
3367,Trinidad and Tobago,1995,0.11839997,0.7661945
3368,Trinidad and Tobago,1996,0.053836137,0.3743669
3369,Trinidad and Tobago,1997,0.057017732,0.36086607
3370,Trinidad and Tobago,1998,0.056172792,0.34822983
3371,Trinidad and Tobago,1999,0.050541118,0.34305316
3372,Trinidad and Tobago,2000,0.054040425,0.38986355
3373,Trinidad and Tobago,2001,0.07365426,0.37664783
3374,Trinidad and Tobago,2002,0.06166655,0.37664783
3375,Trinidad and Tobago,2003,0.02733469,0.4950495
3376,Trinidad and Tobago,2004,0.046458136,0.49586776
3377,Trinidad and Tobago,2005,0.041819725,0.4524887
3378,Trinidad and Tobago,2006,0.04218804,0.44510388
3379,Trinidad and Tobago,2007,0.031051729,0.41551247
3380,Trinidad and Tobago,2008,0.03328308,0.0
3381,Trinidad and Tobago,2009,0.032574173,0.0
3382,Trinidad and Tobago,2010,0.004750972,0.0
3383,Trinidad and Tobago,2011,0.0048135966,0.0
3384,Trinidad and Tobago,2012,0.0048528085,0.0
3385,Trinidad and Tobago,2013,0.004740282,0.0
3386,Trinidad and Tobago,2014,0.005310354,0.0
3387,Trinidad and Tobago,2015,0.006235237,0.11111111
3388,Trinidad and Tobago,2016,0.0069855326,0.11286682
3389,Trinidad and Tobago,2017,0.0065434193,0.11402508
3390,Trinidad and Tobago,2018,0.0062400484,0.11520737
3391,Trinidad and Tobago,2019,0.006373613,0.11574074
3392,Trinidad and Tobago,2020,0.0073120086,0.12180268
3393,Trinidad and Tobago,2021,0.007159467,0.11454754
3394,Turkey,1985,9.229307,35.217087
3395,Turkey,1986,8.374288,30.019548
3396,Turkey,1987,11.513276,42.10705
3397,Turkey,1988,16.268532,60.392765
3398,Turkey,1989,10.282754,34.590878
3399,Turkey,1990,12.219702,40.371914
3400,Turkey,1991,11.752681,37.848606
3401,Turkey,1992,13.079587,39.628803
3402,Turkey,1993,15.372353,46.18616
3403,Turkey,1994,14.304976,39.21869
3404,Turkey,1995,14.924197,41.56522
3405,Turkey,1996,15.543943,42.936962
3406,Turkey,1997,14.665958,38.9061
3407,Turkey,1998,15.141606,38.33198
3408,Turkey,1999,12.753752,29.98111
3409,Turkey,2000,10.657172,25.062334
3410,Turkey,2001,9.108514,19.919796
3411,Turkey,2002,11.535796,26.444479
3412,Turkey,2003,11.330117,25.487387
3413,Turkey,2004,13.691692,30.926939
3414,Turkey,2005,11.418583,24.599195
3415,Turkey,2006,11.456921,25.271046
3416,Turkey,2007,8.7794895,19.048117
3417,Turkey,2008,8.211599,17.356663
3418,Turkey,2009,8.923344,19.59123
3419,Turkey,2010,12.280028,26.400076
3420,Turkey,2011,11.913782,25.335835
3421,Turkey,2012,12.522766,27.241205
3422,Turkey,2013,13.313222,28.857298
3423,Turkey,2014,9.769227,20.912487
3424,Turkey,2015,14.063813,32.014236
3425,Turkey,2016,14.479534,32.97161
3426,Turkey,2017,13.170472,29.43022
3427,Turkey,2018,14.846624,32.176003
3428,Turkey,2019,19.254936,43.680435
3429,Turkey,2020,19.15011,42.02082
3430,Turkey,2021,16.517044,35.32963
3431,Turkmenistan,1990,0.0058338353,0.020533882
3432,Turkmenistan,1991,0.0056805327,0.020062193
3433,Turkmenistan,1992,0.008334941,0.031859696
3434,Turkmenistan,1993,0.012083901,0.03956698
3435,Turkmenistan,1994,0.009070907,0.038022812
3436,Turkmenistan,1995,0.011020049,0.040383648
3437,Turkmenistan,1996,0.00944812,0.04935834
3438,Turkmenistan,1997,0.012338526,0.052642662
3439,Turkmenistan,1998,0.011901928,0.06372133
3440,Turkmenistan,1999,0.0103807915,0.05643341
3441,Turkmenistan,2000,0.007789437,0.0
3442,Turkmenistan,2001,0.006134593,0.0
3443,Turkmenistan,2002,0.0072076363,0.0
3444,Turkmenistan,2003,0.005189047,0.0
3445,Turkmenistan,2004,0.0052081347,0.0
3446,Turkmenistan,2005,0.005111974,0.0
3447,Turkmenistan,2006,0.0050275014,0.0
3448,Turkmenistan,2007,0.00514901,0.0
3449,Turkmenistan,2008,0.0062377746,0.0
3450,Turkmenistan,2009,0.0038020334,0.0
3451,Turkmenistan,2010,0.0036830562,0.0
3452,Turkmenistan,2011,0.003594085,0.0
3453,Turkmenistan,2012,0.0037522675,0.0
3454,Turkmenistan,2013,0.005074127,0.0
3455,Turkmenistan,2014,0.0061142617,0.0
3456,Turkmenistan,2015,0.006777034,0.0
3457,Turkmenistan,2016,0.00823534,0.0
3458,Turkmenistan,2017,0.008254031,0.0
3459,Turkmenistan,2018,0.007368346,0.0
3460,Turkmenistan,2019,0.006747688,0.0
3461,Turkmenistan,2020,0.0071611474,0.0
3462,Turkmenistan,2021,0.007483229,0.0
3463,Ukraine,1990,0.9731684,3.5195231
3464,Ukraine,1991,1.1563052,4.205121
3465,Ukraine,1992,0.92114043,3.1230183
3466,Ukraine,1993,1.4715108,4.80606
3467,Ukraine,1994,1.8900633,5.978395
3468,Ukraine,1995,1.5910708,5.133629
3469,Ukraine,1996,1.4804907,4.7210064
3470,Ukraine,1997,1.7526177,5.5449324
3471,Ukraine,1998,2.9008694,9.116711
3472,Ukraine,1999,2.6803248,8.328486
3473,Ukraine,2000,2.1038008,6.586092
3474,Ukraine,2001,2.264666,6.972976
3475,Ukraine,2002,1.8132339,5.5597157
3476,Ukraine,2003,1.6885973,5.1442847
3477,Ukraine,2004,2.1416073,6.471816
3478,Ukraine,2005,2.2117321,6.6698937
3479,Ukraine,2006,2.263283,6.6863327
3480,Ukraine,2007,1.8360311,5.3380237
3481,Ukraine,2008,2.133,6.137709
3482,Ukraine,2009,2.5476246,6.980763
3483,Ukraine,2010,2.61006,7.0914097
3484,Ukraine,2011,2.0985289,5.745063
3485,Ukraine,2012,2.138865,5.6614237
3486,Ukraine,2013,3.0111837,7.8003197
3487,Ukraine,2014,2.2846859,5.5885262
3488,Ukraine,2015,1.9133266,4.392477
3489,Ukraine,2016,2.366657,5.6797247
3490,Ukraine,2017,2.9754004,7.0457196
3491,Ukraine,2018,3.4212277,8.228528
3492,Ukraine,2019,3.2903612,7.7754483
3493,Ukraine,2020,4.8960786,11.844058
3494,Ukraine,2021,6.1008415,14.038017
3495,United Arab Emirates,1985,0.0,0.0
3496,United Arab Emirates,1986,0.0,0.0
3497,United Arab Emirates,1987,0.0,0.0
3498,United Arab Emirates,1988,0.0,0.0
3499,United Arab Emirates,1989,0.0,0.0
3500,United Arab Emirates,1990,0.0,0.0
3501,United Arab Emirates,1991,0.0,0.0
3502,United Arab Emirates,1992,0.0,0.0
3503,United Arab Emirates,1993,0.0,0.0
3504,United Arab Emirates,1994,0.0,0.0
3505,United Arab Emirates,1995,0.0,0.0
3506,United Arab Emirates,1996,0.0,0.0
3507,United Arab Emirates,1997,0.0,0.0
3508,United Arab Emirates,1998,0.0,0.0
3509,United Arab Emirates,1999,0.0,0.0
3510,United Arab Emirates,2000,0.0,0.0
3511,United Arab Emirates,2001,0.0,0.0
3512,United Arab Emirates,2002,0.0,0.0
3513,United Arab Emirates,2003,0.0,0.0
3514,United Arab Emirates,2004,0.0,0.0
3515,United Arab Emirates,2005,0.0,0.0
3516,United Arab Emirates,2006,0.0,0.0
3517,United Arab Emirates,2007,0.0,0.0
3518,United Arab Emirates,2008,0.0,0.0
3519,United Arab Emirates,2009,0.0019177264,0.012061271
3520,United Arab Emirates,2010,0.005258371,0.022642363
3521,United Arab Emirates,2011,0.005592252,0.032181934
3522,United Arab Emirates,2012,0.006188438,0.020030046
3523,United Arab Emirates,2013,0.020930015,0.077361956
3524,United Arab Emirates,2014,0.07691704,0.28292415
3525,United Arab Emirates,2015,0.06952883,0.25885102
3526,United Arab Emirates,2016,0.06702232,0.26261798
3527,United Arab Emirates,2017,0.15412748,0.592698
3528,United Arab Emirates,2018,0.2737676,1.0318142
3529,United Arab Emirates,2019,0.79182535,2.930968
3530,United Arab Emirates,2020,1.0150354,4.346108
3531,United Kingdom,1985,0.4892039,1.3268555
3532,United Kingdom,1986,0.57397205,1.5841147
3533,United Kingdom,1987,0.5047145,1.3858436
3534,United Kingdom,1988,0.58119583,1.5819994
3535,United Kingdom,1989,0.5676243,1.5186038
3536,United Kingdom,1990,0.6801178,1.831571
3537,United Kingdom,1991,0.6104342,1.6555673
3538,United Kingdom,1992,0.74249935,2.0041335
3539,United Kingdom,1993,0.6676498,1.7782198
3540,United Kingdom,1994,0.8253748,2.13833
3541,United Kingdom,1995,0.7896188,2.0662897
3542,United Kingdom,1996,0.6443789,1.6260163
3543,United Kingdom,1997,0.825345,1.9903204
3544,United Kingdom,1998,0.9855972,2.395591
3545,United Kingdom,1999,1.1055505,2.6338127
3546,United Kingdom,2000,1.1345575,2.6657405
3547,United Kingdom,2001,1.0856745,2.5001962
3548,United Kingdom,2002,1.2876195,2.8939157
3549,United Kingdom,2003,1.2342336,2.6854804
3550,United Kingdom,2004,1.6083946,3.613688
3551,United Kingdom,2005,1.924693,4.281523
3552,United Kingdom,2006,2.1163092,4.602989
3553,United Kingdom,2007,2.42211,5.010433
3554,United Kingdom,2008,2.912039,5.6776843
3555,United Kingdom,2009,3.545405,6.767986
3556,United Kingdom,2010,3.6591299,6.909292
3557,United Kingdom,2011,4.891127,9.642251
3558,United Kingdom,2012,5.453807,11.427304
3559,United Kingdom,2013,6.9547257,14.972705
3560,United Kingdom,2014,8.877189,19.247635
3561,United Kingdom,2015,10.976621,24.62277
3562,United Kingdom,2016,11.037631,24.678839
3563,United Kingdom,2017,12.948246,29.498657
3564,United Kingdom,2018,14.526468,33.29198
3565,United Kingdom,2019,16.24154,37.456863
3566,United Kingdom,2020,20.078987,42.8604
3567,United Kingdom,2021,17.946543,39.783825
3568,United States,1985,4.765776,12.178154
3569,United States,1986,4.898404,12.544127
3570,United States,1987,4.2147536,10.752804
3571,United States,1988,3.6649997,9.291262
3572,United States,1989,4.3015428,10.330222
3573,United States,1990,4.7246766,10.917163
3574,United States,1991,4.7242856,10.741865
3575,United States,1992,4.261231,9.729862
3576,United States,1993,4.5714097,10.2707815
3577,United States,1994,4.2548165,9.532383
3578,United States,1995,4.762141,10.601639
3579,United States,1996,5.0185714,11.360623
3580,United States,1997,5.115221,11.45328
3581,United States,1998,4.695757,10.147997
3582,United States,1999,4.5834517,9.860898
3583,United States,2000,4.027357,9.229899
3584,United States,2001,3.421371,7.5132055
3585,United States,2002,4.0155067,8.749216
3586,United States,2003,4.1800404,9.025211
3587,United States,2004,4.1015115,8.73341
3588,United States,2005,4.219231,8.749464
3589,United States,2006,4.6788607,9.418474
3590,United States,2007,4.3730087,8.39841
3591,United States,2008,5.0045505,9.1809435
3592,United States,2009,5.8000064,10.547689
3593,United States,2010,5.8405547,10.3180895
3594,United States,2011,6.8973193,12.466525
3595,United States,2012,6.886334,12.184118
3596,United States,2013,7.1346164,12.831115
3597,United States,2014,7.262891,13.35031
3598,United States,2015,7.468743,13.626135
3599,United States,2016,8.285086,15.288093
3600,United States,2017,9.082049,17.451527
3601,United States,2018,8.964939,17.44999
3602,United States,2019,9.315263,18.294624
3603,United States,2020,10.532232,20.315693
3604,United States,2021,10.655991,20.749863
3605,Upper-middle-income countries,1985,7.0295277,24.806011
3606,Upper-middle-income countries,1986,6.9211235,23.946068
3607,Upper-middle-income countries,1987,6.8439164,23.511526
3608,Upper-middle-income countries,1988,6.964938,23.90555
3609,Upper-middle-income countries,1989,6.9093986,23.407974
3610,Upper-middle-income countries,1990,7.1774073,23.843134
3611,Upper-middle-income countries,1991,7.235814,23.729858
3612,Upper-middle-income countries,1992,7.3942065,24.118647
3613,Upper-middle-income countries,1993,7.973221,25.682308
3614,Upper-middle-income countries,1994,8.28998,26.061737
3615,Upper-middle-income countries,1995,8.832221,26.82964
3616,Upper-middle-income countries,1996,8.5750675,25.660162
3617,Upper-middle-income countries,1997,8.838724,25.612274
3618,Upper-middle-income countries,1998,9.01642,25.670504
3619,Upper-middle-income countries,1999,8.883931,24.771753
3620,Upper-middle-income countries,2000,9.069065,26.332315
3621,Upper-middle-income countries,2001,9.044002,25.788492
3622,Upper-middle-income countries,2002,8.917044,25.214804
3623,Upper-middle-income countries,2003,8.187703,23.481129
3624,Upper-middle-income countries,2004,8.345793,24.124159
3625,Upper-middle-income countries,2005,8.201273,23.888483
3626,Upper-middle-income countries,2006,8.11415,23.083958
3627,Upper-middle-income countries,2007,8.058006,22.218178
3628,Upper-middle-income countries,2008,8.728526,23.715933
3629,Upper-middle-income countries,2009,8.697507,23.500319
3630,Upper-middle-income countries,2010,9.102673,23.893324
3631,Upper-middle-income countries,2011,8.733964,22.519873
3632,Upper-middle-income countries,2012,9.41079,24.052422
3633,Upper-middle-income countries,2013,9.651475,23.999365
3634,Upper-middle-income countries,2014,10.283713,24.845325
3635,Upper-middle-income countries,2015,10.77471,26.103487
3636,Upper-middle-income countries,2016,11.453041,27.275927
3637,Upper-middle-income countries,2017,11.880961,27.500622
3638,Upper-middle-income countries,2018,12.425097,28.09048
3639,Upper-middle-income countries,2019,13.105095,29.161203
3640,Upper-middle-income countries,2020,13.998779,30.370855
3641,Upper-middle-income countries,2021,14.183052,30.328547
3642,Uzbekistan,1990,3.7738037,11.802929
3643,Uzbekistan,1991,3.4650934,11.134497
3644,Uzbekistan,1992,3.806538,12.337216
3645,Uzbekistan,1993,4.1460834,14.970803
3646,Uzbekistan,1994,4.1098585,14.970713
3647,Uzbekistan,1995,3.5991855,13.040273
3648,Uzbekistan,1996,3.6788318,14.366235
3649,Uzbekistan,1997,3.2915208,12.54397
3650,Uzbekistan,1998,3.286878,12.5446615
3651,Uzbekistan,1999,2.8663542,12.545182
3652,Uzbekistan,2000,2.8995407,13.128806
3653,Uzbekistan,2001,2.9385922,13.125695
3654,Uzbekistan,2002,2.9276025,13.11335
3655,Uzbekistan,2003,3.6696591,16.107668
3656,Uzbekistan,2004,3.319612,18.818565
3657,Uzbekistan,2005,3.4994836,18.820522
3658,Uzbekistan,2006,3.1592808,10.592255
3659,Uzbekistan,2007,3.2355347,10.334005
3660,Uzbekistan,2008,2.3289878,11.044776
3661,Uzbekistan,2009,3.447852,14.394619
3662,Uzbekistan,2010,4.2804823,16.46032
3663,Uzbekistan,2011,2.823631,11.315842
3664,Uzbekistan,2012,3.2085803,13.140578
3665,Uzbekistan,2013,3.133465,10.945371
3666,Uzbekistan,2014,2.9718068,11.402011
3667,Uzbekistan,2015,3.0129926,12.832264
3668,Uzbekistan,2016,3.567936,12.946428
3669,Uzbekistan,2017,3.9722855,14.381675
3670,Uzbekistan,2018,2.9270332,9.8435135
3671,Uzbekistan,2019,3.1970327,10.7636
3672,Uzbekistan,2020,2.523421,8.954424
3673,Uzbekistan,2021,2.6506786,8.46141
3674,Venezuela,1985,13.293667,47.89173
3675,Venezuela,1986,13.745109,50.205544
3676,Venezuela,1987,16.863821,56.97739
3677,Venezuela,1988,17.953768,58.722633
3678,Venezuela,1989,18.045057,60.16314
3679,Venezuela,1990,18.11904,62.343864
3680,Venezuela,1991,21.675652,70.3254
3681,Venezuela,1992,21.255587,70.093414
3682,Venezuela,1993,21.57694,68.429855
3683,Venezuela,1994,21.46965,72.00685
3684,Venezuela,1995,20.915274,70.05147
3685,Venezuela,1996,22.46204,71.2375
3686,Venezuela,1997,22.598198,73.358444
3687,Venezuela,1998,21.551678,71.59473
3688,Venezuela,1999,22.529488,75.2001
3689,Venezuela,2000,22.723845,74.723694
3690,Venezuela,2001,20.884945,68.212906
3691,Venezuela,2002,20.203684,68.020775
3692,Venezuela,2003,21.840666,67.133415
3693,Venezuela,2004,23.130436,72.1027
3694,Venezuela,2005,24.533659,75.41177
3695,Venezuela,2006,24.401985,74.865616
3696,Venezuela,2007,23.413424,73.52468
3697,Venezuela,2008,24.75938,73.80666
3698,Venezuela,2009,24.415695,72.92203
3699,Venezuela,2010,22.484463,68.61347
3700,Venezuela,2011,23.65197,71.98853
3701,Venezuela,2012,22.079144,68.55118
