,Entity,Year,Geo and Biomass Energy(TWh),Solar Energy(TWh),Wind Energy(TWh),Hydro Energy(TWh),Wind Electricity(TWh),Hydro Electricity(TWh),Solar Electricity(TWh),Other Energy(TWh)
0,Africa,1971,0.164,0.0,0.0,26.01339,0.0,26.01339,0.0,0.164
1,Africa,1972,0.165,0.0,0.0,29.633196,0.0,29.633196,0.0,0.165
2,Africa,1973,0.17,0.0,0.0,31.345707,0.0,31.345707,0.0,0.17
3,Africa,1974,0.175,0.0,0.0,35.667076,0.0,35.667076,0.0,0.175
4,Africa,1975,0.172,0.0,0.0,37.717968,0.0,37.717968,0.0,0.172
5,Africa,1976,0.185,0.0,0.0,41.797634,0.0,41.797634,0.0,0.185
6,Africa,1977,0.189,0.0,0.0,45.92877,0.0,45.92877,0.0,0.189
7,Africa,1978,0.195,0.0,0.0,46.306942,0.0,46.306942,0.0,0.195
8,Africa,1979,0.201,0.0,0.0,49.56523,0.0,49.56523,0.0,0.201
9,Africa,1980,0.207,0.0,0.0,48.311787,0.0,48.311787,0.0,0.207
10,Africa,1981,0.218,0.0,0.0,50.192905,0.0,50.192905,0.0,0.218
11,Africa,1982,0.236,0.0,0.0,50.206238,0.0,50.206238,0.0,0.236
12,Africa,1983,0.23,0.0,0.0,45.24716,0.0,45.24716,0.0,0.23
13,Africa,1984,0.234,0.0,0.0,44.489975,0.0,44.489975,0.0,0.234
14,Africa,1985,0.269,0.0,0.0,49.449684,0.0,49.449684,0.0,0.269
15,Africa,1986,0.659,0.0,0.0,51.14537,0.0,51.14537,0.0,0.659
16,Africa,1987,0.658,0.0,0.0,49.05646,0.0,49.05646,0.0,0.658
17,Africa,1988,0.626,0.0,0.0,53.593452,0.0,53.593452,0.0,0.626
18,Africa,1989,0.617,0.0,0.0,56.27621,0.0,56.27621,0.0,0.617
19,Africa,1990,0.796,0.0,0.0,57.254658,0.0,57.254658,0.0,0.796
20,Africa,1991,0.812,0.0,0.0,60.65149,0.0,60.65149,0.0,0.812
21,Africa,1992,0.84225,0.0,0.0,57.86029,0.0,57.86029,0.0,0.84225
22,Africa,1993,0.9377,0.0,0.002,56.682507,0.002,56.682507,0.0,0.9377
23,Africa,1994,0.835,0.0,0.0054,57.59605,0.0054,57.59605,0.0,0.835
24,Africa,1995,1.0187,0.0,0.0063,59.76888,0.0063,59.76888,0.0,1.0187
25,Africa,1996,1.258093,0.0,0.0071,62.31646,0.0071,62.31646,0.0,1.258093
26,Africa,1997,1.3866404,0.0,0.0072,63.852497,0.0072,63.852497,0.0,1.3866404
27,Africa,1998,1.7125492,0.0,0.0076,66.654884,0.0076,66.654884,0.0,1.7125492
28,Africa,1999,1.6961248,0.0,0.0198,70.68426,0.0198,70.68426,0.0,1.6961248
29,Africa,2000,2.2690632,0.011941,0.1755,75.25581,0.23,74.520004,0.0,2.52
30,Africa,2001,2.3353527,0.01496,0.41558,80.86911,0.46,81.22,0.0,2.55
31,Africa,2002,2.2864,0.016799714,0.44358402,85.02647,0.43,83.409996,0.02,2.4499998
32,Africa,2003,2.6224,0.020059295,0.535599,82.57461,0.61,81.68,0.02,2.71
33,Africa,2004,2.9788496,0.02456688,0.7682805,87.21947,0.78,86.54,0.02,3.18
34,Africa,2005,3.0096693,0.029383464,0.7803821,88.83774,0.83,88.65,0.02,3.81
35,Africa,2006,3.7704048,0.03791205,0.8525656,92.049355,0.87,91.85,0.03,3.66
36,Africa,2007,3.1420484,0.050479364,1.0162233,95.19856,1.18,93.92,0.03,3.6
37,Africa,2008,3.2673957,0.07265389,1.3117782,96.96721,1.2900001,95.56,0.04,3.92
38,Africa,2009,3.5627222,0.09582155,1.5892309,99.56114,1.6899999,98.61,0.06,4.31
39,Africa,2010,3.764553,0.21605176,2.2845824,107.69848,2.37,109.5,0.39,4.6800003
40,Africa,2011,3.8587685,0.6020893,2.386504,110.75051,2.44,110.57,0.49,4.8599997
41,Africa,2012,4.0424066,0.99265915,2.5156302,111.22693,2.35,111.14,0.53,4.85
42,Africa,2013,4.433249,0.7875202,3.5934472,117.65244,3.5300002,116.39,0.51,5.39
43,Africa,2014,5.462047,1.9041501,5.060073,124.08204,5.55,121.68,1.8100001,8.309999
44,Africa,2015,7.1696815,3.2586064,8.9106865,120.4148,8.559999,119.33,3.2000003,10.65
45,Africa,2016,7.231852,5.3840914,11.176371,117.42635,10.48,118.520004,4.85,10.26
46,Africa,2017,7.6260357,7.7734146,12.457454,126.34168,11.55,125.04,6.57,9.65
47,Africa,2018,8.17267,10.053543,14.769322,134.60007,15.28,132.92,8.99,9.690001
48,Africa,2019,8.262966,12.894289,19.331635,139.4176,18.51,135.51,13.849999,9.67
49,Africa,2020,8.066416,16.058805,21.302898,146.37308,17.66,142.22,14.400001,9.29
50,Africa,2021,8.026317,16.515236,24.41597,153.4187,20.89,145.22,17.12,9.51
51,Africa,1965,,,0.0,13.905635,0.0,13.905635,,
52,Africa,1966,,,0.0,15.510005,0.0,15.510005,,
53,Africa,1967,,,0.0,16.190636,0.0,16.190636,,
54,Africa,1968,,,0.0,18.938341,0.0,18.938341,,
55,Africa,1969,,,0.0,22.100891,0.0,22.100891,,
56,Africa,1970,,,0.0,27.630428,0.0,27.630428,,
57,Africa ,1971,0.164,0.0,0.0,26.013391,0.0,26.013391,0.0,0.164
58,Africa ,1972,0.165,0.0,0.0,29.633196,0.0,29.633196,0.0,0.165
59,Africa ,1973,0.17,0.0,0.0,31.345707,0.0,31.345707,0.0,0.17
60,Africa ,1974,0.175,0.0,0.0,35.667076,0.0,35.667076,0.0,0.175
61,Africa ,1975,0.172,0.0,0.0,37.71797,0.0,37.71797,0.0,0.172
62,Africa ,1976,0.185,0.0,0.0,41.797634,0.0,41.797634,0.0,0.185
63,Africa ,1977,0.189,0.0,0.0,45.92877,0.0,45.92877,0.0,0.189
64,Africa ,1978,0.195,0.0,0.0,46.30694,0.0,46.30694,0.0,0.195
65,Africa ,1979,0.201,0.0,0.0,49.56523,0.0,49.56523,0.0,0.201
66,Africa ,1980,0.207,0.0,0.0,48.311783,0.0,48.311783,0.0,0.207
67,Africa ,1981,0.218,0.0,0.0,50.192905,0.0,50.192905,0.0,0.218
68,Africa ,1982,0.236,0.0,0.0,50.206238,0.0,50.206238,0.0,0.236
69,Africa ,1983,0.23,0.0,0.0,45.24716,0.0,45.24716,0.0,0.23
70,Africa ,1984,0.234,0.0,0.0,44.489975,0.0,44.489975,0.0,0.234
71,Africa ,1985,0.269,0.0,0.0,49.449684,0.0,49.449684,0.0,0.269
72,Africa ,1986,0.659,0.0,0.0,51.145374,0.0,51.145374,0.0,0.659
73,Africa ,1987,0.658,0.0,0.0,49.05646,0.0,49.05646,0.0,0.658
74,Africa ,1988,0.626,0.0,0.0,53.593456,0.0,53.593456,0.0,0.626
75,Africa ,1989,0.617,0.0,0.0,56.276215,0.0,56.276215,0.0,0.617
76,Africa ,1990,0.796,0.0,0.0,57.254658,0.0,57.254658,0.0,0.796
77,Africa ,1991,0.812,0.0,0.0,60.65149,0.0,60.65149,0.0,0.812
78,Africa ,1992,0.84225,0.0,0.0,57.86029,0.0,57.86029,0.0,0.84225
79,Africa ,1993,0.9377,0.0,0.002,56.682507,0.002,56.682507,0.0,0.9377
80,Africa ,1994,0.835,0.0,0.0054,57.59605,0.0054,57.59605,0.0,0.835
81,Africa ,1995,1.0187,0.0,0.0063,59.768875,0.0063,59.768875,0.0,1.0187
82,Africa ,1996,1.2580931,0.0,0.0071,62.31646,0.0071,62.31646,0.0,1.2580931
83,Africa ,1997,1.3866404,0.0,0.0072,63.852497,0.0072,63.852497,0.0,1.3866404
84,Africa ,1998,1.7125493,0.0,0.0076,66.654884,0.0076,66.654884,0.0,1.7125493
85,Africa ,1999,1.6961248,0.0,0.0198,70.68426,0.0198,70.68426,0.0,1.6961248
86,Africa ,2000,2.2690632,0.011941,0.1755,75.25581,0.1755,75.25581,0.011941,2.2690632
87,Africa ,2000,2.2690632,0.011941,0.1755,75.25581,0.23,74.52,0.0,2.52
88,Africa ,2001,2.3353527,0.01496,0.41558,80.86912,0.41558,80.86912,0.01496,2.3353527
89,Africa ,2001,2.3353527,0.01496,0.41558,80.86912,0.46,81.22,0.0,2.55
90,Africa ,2002,2.2864,0.016799713,0.443584,85.02647,0.443584,85.02647,0.016799713,2.2864
91,Africa ,2002,2.2864,0.016799713,0.443584,85.02647,0.43,83.41,0.02,2.4499998
92,Africa ,2003,2.6224,0.020059297,0.535599,82.5746,0.535599,82.5746,0.020059297,2.6224
93,Africa ,2003,2.6224,0.020059297,0.535599,82.5746,0.61,81.68,0.02,2.71
94,Africa ,2004,2.9788496,0.02456688,0.7682805,87.21947,0.7682805,87.21947,0.02456688,2.9788496
95,Africa ,2004,2.9788496,0.02456688,0.7682805,87.21947,0.78,86.54,0.02,3.18
96,Africa ,2005,3.0096693,0.029383464,0.7803821,88.83773,0.7803821,88.83773,0.029383464,3.0096693
97,Africa ,2005,3.0096693,0.029383464,0.7803821,88.83773,0.83,88.65,0.02,3.81
98,Africa ,2006,3.7704048,0.03791205,0.8525656,92.049355,0.8525656,92.049355,0.03791205,3.7704048
99,Africa ,2006,3.7704048,0.03791205,0.8525656,92.049355,0.87,91.85,0.03,3.66
100,Africa ,2007,3.1420484,0.050479364,1.0162233,95.19856,1.0162233,95.19856,0.050479364,3.1420484
101,Africa ,2007,3.1420484,0.050479364,1.0162233,95.19856,1.18,93.92,0.03,3.6
102,Africa ,2008,3.2673957,0.07265389,1.3117782,96.96721,1.3117782,96.96721,0.07265389,3.2673957
103,Africa ,2008,3.2673957,0.07265389,1.3117782,96.96721,1.29,95.56,0.04,3.92
104,Africa ,2009,3.5627222,0.09582156,1.5892309,99.561134,1.5892309,99.561134,0.09582156,3.5627222
105,Africa ,2009,3.5627222,0.09582156,1.5892309,99.561134,1.69,98.61,0.06,4.31
106,Africa ,2010,3.764553,0.21605176,2.2845824,107.69849,2.2845824,107.69849,0.21605176,3.764553
107,Africa ,2010,3.764553,0.21605176,2.2845824,107.69849,2.37,109.5,0.39,4.6800003
108,Africa ,2011,3.8587687,0.6020893,2.386504,110.75051,2.386504,110.75051,0.6020893,3.8587687
109,Africa ,2011,3.8587687,0.6020893,2.386504,110.75051,2.44,110.57,0.49,4.8599997
110,Africa ,2012,4.042407,0.99265915,2.5156302,111.22693,2.5156302,111.22693,0.99265915,4.042407
111,Africa ,2012,4.042407,0.99265915,2.5156302,111.22693,2.35,111.14,0.53,4.85
112,Africa ,2013,4.433249,0.7875202,3.5934472,117.65245,3.5934472,117.65245,0.7875202,4.433249
113,Africa ,2013,4.433249,0.7875202,3.5934472,117.65245,3.53,116.39,0.51,5.39
114,Africa ,2014,5.462047,1.9041501,5.060073,124.08205,5.060073,124.08205,1.9041501,5.462047
115,Africa ,2014,5.462047,1.9041501,5.060073,124.08205,5.55,121.68,1.81,8.309999
116,Africa ,2015,7.1696815,3.2586064,8.9106865,120.4148,8.9106865,120.4148,3.2586064,7.1696815
117,Africa ,2015,7.1696815,3.2586064,8.9106865,120.4148,8.56,119.33,3.2,10.65
118,Africa ,2016,7.231852,5.3840914,11.176371,117.42635,11.176371,117.42635,5.3840914,7.231852
119,Africa ,2016,7.231852,5.3840914,11.176371,117.42635,10.48,118.52,4.85,10.26
120,Africa ,2017,7.6260357,7.7734146,12.457454,126.34168,12.457454,126.34168,7.7734146,7.6260357
121,Africa ,2017,7.6260357,7.7734146,12.457454,126.34168,11.55,125.04,6.57,9.65
122,Africa ,2018,8.17267,10.053543,14.769322,134.60008,14.769322,134.60008,10.053543,8.17267
123,Africa ,2018,8.17267,10.053543,14.769322,134.60008,15.28,132.92,8.99,9.690001
124,Africa ,2019,8.262966,12.894289,19.331633,139.4176,19.331633,139.4176,12.894289,8.262966
125,Africa ,2019,8.262966,12.894289,19.331633,139.4176,18.51,135.51,13.85,9.67
126,Africa ,2020,8.066416,16.058805,21.302898,146.37308,21.302898,146.37308,16.058805,8.066416
127,Africa ,2020,8.066416,16.058805,21.302898,146.37308,17.66,142.22,14.4,9.29
128,Africa ,2021,8.026318,16.515236,24.41597,153.41869,24.41597,153.41869,16.515236,8.026318
129,Africa ,2021,8.026318,16.515236,24.41597,153.41869,20.89,145.22,17.12,9.51
130,Africa ,1965,,,0.0,13.905635,0.0,13.905635,,
131,Africa ,1966,,,0.0,15.510004,0.0,15.510004,,
132,Africa ,1967,,,0.0,16.190636,0.0,16.190636,,
133,Africa ,1968,,,0.0,18.938341,0.0,18.938341,,
134,Africa ,1969,,,0.0,22.10089,0.0,22.10089,,
135,Africa ,1970,,,0.0,27.63043,0.0,27.63043,,
136,Algeria,1965,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0
137,Algeria,1966,0.0,0.0,0.0,0.355,0.0,0.355,0.0,0.0
138,Algeria,1967,0.0,0.0,0.0,0.41,0.0,0.41,0.0,0.0
139,Algeria,1968,0.0,0.0,0.0,0.563,0.0,0.563,0.0,0.0
140,Algeria,1969,0.0,0.0,0.0,0.361,0.0,0.361,0.0,0.0
141,Algeria,1970,0.0,0.0,0.0,0.58,0.0,0.58,0.0,0.0
142,Algeria,1971,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0
143,Algeria,1972,0.0,0.0,0.0,0.495,0.0,0.495,0.0,0.0
144,Algeria,1973,0.0,0.0,0.0,0.752,0.0,0.752,0.0,0.0
145,Algeria,1974,0.0,0.0,0.0,0.497,0.0,0.497,0.0,0.0
146,Algeria,1975,0.0,0.0,0.0,0.328,0.0,0.328,0.0,0.0
147,Algeria,1976,0.0,0.0,0.0,0.389,0.0,0.389,0.0,0.0
148,Algeria,1977,0.0,0.0,0.0,0.269,0.0,0.269,0.0,0.0
149,Algeria,1978,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
150,Algeria,1979,0.0,0.0,0.0,0.291,0.0,0.291,0.0,0.0
151,Algeria,1980,0.0,0.0,0.0,0.257,0.0,0.257,0.0,0.0
152,Algeria,1981,0.0,0.0,0.0,0.366,0.0,0.366,0.0,0.0
153,Algeria,1982,0.0,0.0,0.0,0.479,0.0,0.479,0.0,0.0
154,Algeria,1983,0.0,0.0,0.0,0.235,0.0,0.235,0.0,0.0
155,Algeria,1984,0.0,0.0,0.0,0.452,0.0,0.452,0.0,0.0
156,Algeria,1985,0.0,0.0,0.0,0.646,0.0,0.646,0.0,0.0
157,Algeria,1986,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
158,Algeria,1987,0.0,0.0,0.0,0.499,0.0,0.499,0.0,0.0
159,Algeria,1988,0.0,0.0,0.0,0.183,0.0,0.183,0.0,0.0
160,Algeria,1989,0.0,0.0,0.0,0.226,0.0,0.226,0.0,0.0
161,Algeria,1990,0.0,0.0,0.0,0.135,0.0,0.135,0.0,0.0
162,Algeria,1991,0.0,0.0,0.0,0.293,0.0,0.293,0.0,0.0
163,Algeria,1992,0.0,0.0,0.0,0.199,0.0,0.199,0.0,0.0
164,Algeria,1993,0.0,0.0,0.0,0.353,0.0,0.353,0.0,0.0
165,Algeria,1994,0.0,0.0,0.0,0.166,0.0,0.166,0.0,0.0
166,Algeria,1995,0.0,0.0,0.0,0.193,0.0,0.193,0.0,0.0
167,Algeria,1996,0.0,0.0,0.0,0.135,0.0,0.135,0.0,0.0
168,Algeria,1997,0.0,0.0,0.0,0.075,0.0,0.075,0.0,0.0
169,Algeria,1998,0.0,0.0,0.0,0.215,0.0,0.215,0.0,0.0
170,Algeria,1999,0.0,0.0,0.0,0.203,0.0,0.203,0.0,0.0
171,Algeria,2000,0.0,0.0,0.0,0.054,0.0,0.05,0.0,0.0
172,Algeria,2001,0.0,0.0,0.0,0.069,0.0,0.07,0.0,0.0
173,Algeria,2002,0.0,0.0,0.0,0.057,0.0,0.06,0.0,0.0
174,Algeria,2003,0.0,0.0,0.0,0.265,0.0,0.26,0.0,0.0
175,Algeria,2004,0.0,0.0,0.0,0.251,0.0,0.25,0.0,0.0
176,Algeria,2005,0.0,0.0,0.0,0.5553,0.0,0.55,0.0,0.0
177,Algeria,2006,0.0,0.0,0.0,0.2176,0.0,0.22,0.0,0.0
178,Algeria,2007,0.0,0.0,0.0,0.226,0.0,0.22,0.0,0.0
179,Algeria,2008,0.0,0.0,0.0,0.283,0.0,0.28,0.0,0.0
180,Algeria,2009,0.0,0.0,0.0,0.342,0.0,0.3,0.0,0.0
181,Algeria,2010,0.0,0.0091,0.0,0.173,0.0,0.17,0.0,0.0
182,Algeria,2011,0.0,0.01811875,0.0,0.378,0.0,0.5,0.0,0.0
183,Algeria,2012,0.0,0.026723014,0.0,0.389,0.0,0.62,0.0,0.0
184,Algeria,2013,0.0,0.0286,0.0,0.099,0.0,0.33,0.0,0.0
185,Algeria,2014,0.0,0.06,0.001,0.193,0.0,0.25,0.0,0.0
186,Algeria,2015,0.0,0.058,0.019,0.145,0.02,0.14,0.06,0.0
187,Algeria,2016,0.0,0.245,0.019052055,0.072,0.03,0.22,0.09,0.0
188,Algeria,2017,0.0,0.504,0.019,0.056,0.01,0.06,0.57,0.0
189,Algeria,2018,0.0,0.603,0.01,0.117,0.01,0.12,0.65,0.0
190,Algeria,2019,0.0,0.615,0.01,0.152,0.01,0.15,0.68,0.0
191,Algeria,2020,0.0,0.685,0.0077,0.0496,0.01,0.05,0.66,0.0
192,Algeria,2021,0.0,0.664,0.0105,0.0093,0.01,0.09,0.81,0.0
193,Argentina,1965,0.0,0.0,0.0,1.2251163,0.0,1.2251163,0.0,0.0
194,Argentina,1966,0.0,0.0,0.0,1.2409302,0.0,1.2409302,0.0,0.0
195,Argentina,1967,0.0,0.0,0.0,1.2706977,0.0,1.2706977,0.0,0.0
196,Argentina,1968,0.0,0.0,0.0,1.4976745,0.0,1.4976745,0.0,0.0
197,Argentina,1969,0.0,0.0,0.0,1.3432558,0.0,1.3432558,0.0,0.0
198,Argentina,1970,0.05624185,0.0,0.0,1.5571272,0.0,1.5571272,0.0,0.05624185
199,Argentina,1971,0.05899074,0.0,0.0,1.5461483,0.0,1.5461483,0.0,0.05899074
200,Argentina,1972,0.07602739,0.0,0.0,1.5026463,0.0,1.5026463,0.0,0.07602739
201,Argentina,1973,0.05997025,0.0,0.0,2.9974296,0.0,2.9974296,0.0,0.05997025
202,Argentina,1974,0.06100323,0.0,0.0,4.994663,0.0,4.994663,0.0,0.06100323
203,Argentina,1975,0.063990325,0.0,0.0,5.1947746,0.0,5.1947746,0.0,0.063990325
204,Argentina,1976,0.060962547,0.0,0.0,5.014902,0.0,5.014902,0.0,0.060962547
205,Argentina,1977,0.064003065,0.0,0.0,5.7667804,0.0,5.7667804,0.0,0.064003065
206,Argentina,1978,0.06397281,0.0,0.0,7.7466183,0.0,7.7466183,0.0,0.06397281
207,Argentina,1979,0.09498376,0.0,0.0,10.656913,0.0,10.656913,0.0,0.09498376
208,Argentina,1980,0.09901763,0.0,0.0,15.140881,0.0,15.140881,0.0,0.09901763
209,Argentina,1981,0.08701801,0.0,0.0,14.684794,0.0,14.684794,0.0,0.08701801
210,Argentina,1982,0.1149734,0.0,0.0,17.592196,0.0,17.592196,0.0,0.1149734
211,Argentina,1983,0.15497561,0.0,0.0,18.41851,0.0,18.41851,0.0,0.15497561
212,Argentina,1984,0.11498845,0.0,0.0,19.877867,0.0,19.877867,0.0,0.11498845
213,Argentina,1985,0.12000641,0.0,0.0,20.653124,0.0,20.653124,0.0,0.12000641
214,Argentina,1986,0.123990245,0.0,0.0,21.030247,0.0,21.030247,0.0,0.123990245
215,Argentina,1987,0.10598629,0.0,0.0,21.912518,0.0,21.912518,0.0,0.10598629
216,Argentina,1988,0.12296129,0.0,0.0,15.259144,0.0,15.259144,0.0,0.12296129
217,Argentina,1989,0.10600155,0.0,0.0,13.187393,0.0,13.187393,0.0,0.10600155
218,Argentina,1990,0.13302182,0.0,0.0,17.713175,0.0,17.713175,0.0,0.13302182
219,Argentina,1991,0.1310081,0.0,0.0,15.869253,0.0,15.869253,0.0,0.1310081
220,Argentina,1992,0.12998593,0.0,0.0,19.16509,0.0,19.16509,0.0,0.12998593
221,Argentina,1993,0.09599508,0.0,0.0,23.768307,0.0,23.768307,0.0,0.09599508
222,Argentina,1994,0.099004395,0.0,0.0,27.286676,0.0,27.286676,0.0,0.099004395
223,Argentina,1995,0.119016126,0.0,0.0,26.503681,0.0,26.503681,0.0,0.119016126
224,Argentina,1996,0.22302064,0.0,0.009618,22.471685,0.009618,22.471685,0.0,0.22302064
225,Argentina,1997,0.17875852,0.0,0.014592,27.924665,0.014592,27.924665,0.0,0.17875852
226,Argentina,1998,0.20689325,1.7e-05,0.032541,26.475504,0.032541,26.475504,1.7e-05,0.20689325
227,Argentina,1999,0.26199996,2.6e-05,0.034781,21.396791,0.034781,21.396791,2.6e-05,0.26199996
228,Argentina,2000,0.3860283,3.6e-05,0.034758,28.575241,0.04,28.49,0.0,0.36
229,Argentina,2001,0.36299825,4.3e-05,0.049361,36.580173,0.05,36.65,0.0,0.34
230,Argentina,2002,0.5299802,4.7e-05,0.073405,35.778835,0.07,35.49,0.0,0.5
231,Argentina,2003,0.88059855,6.5e-05,0.077954,33.800575,0.08,33.47,0.0,0.83
232,Argentina,2004,0.86751235,7e-05,0.072446,30.462402,0.07,30.14,0.0,0.82
233,Argentina,2005,0.9164998,8.1e-05,0.07171966,34.216137,0.08,33.66,0.0,0.86
234,Argentina,2006,1.046309,9e-05,0.06964,38.015213,0.07,37.57,0.0,1.03
235,Argentina,2007,1.0708514,0.0001089,0.061593,31.22015,0.06,30.06,0.0,1.06
236,Argentina,2008,1.2059801,0.0001437,0.04195108,31.199696,0.04,30.11,0.0,1.13
237,Argentina,2009,1.1889358,7.6084e-05,0.036831528,34.618187,0.04,33.53,0.0,1.13
238,Argentina,2010,1.4423598,8.589e-05,0.025351606,33.35991,0.03,33.02,0.0,1.36
239,Argentina,2011,1.4191314,0.001614,0.02659055,31.18693,0.06,31.03,0.0,1.34
240,Argentina,2012,1.484553,0.008172967,0.369862,29.1644,0.82,28.71,0.01,1.39
241,Argentina,2013,1.6066635,0.015074079,0.45335487,32.771378,1.01,32.51,0.01,1.5
242,Argentina,2014,1.482859,0.015944,0.619491,32.416695,0.62,32.33,0.02,1.4
243,Argentina,2015,1.517351,0.014683,0.593335,32.33747,0.59,31.94,0.01,1.43
244,Argentina,2016,1.1388094,0.014273,0.547359,29.752789,0.54,29.4,0.01,1.07
245,Argentina,2017,1.3890371,0.016417,0.611567,31.594284,0.61,31.46,0.02,1.31
246,Argentina,2018,1.5898329,0.10813,1.412743,32.278667,1.4,31.96,0.11,1.5
247,Argentina,2019,1.6499021,0.79969794,4.9959664,27.504503,4.95,27.33,0.79,1.56
248,Argentina,2020,2.264699,1.344358,9.410639,23.669312,9.32,24.26,1.33,2.14
249,Argentina,2021,2.1038966,2.1955633,12.937551,19.597536,12.81,20.19,2.17,2.01
250,Asia,1965,0.1,0.0,0.0,142.90587,0.0,142.90587,0.0,0.1
251,Asia,1966,0.122,0.0,0.0,149.04556,0.0,149.04556,0.0,0.122
252,Asia,1967,0.173,0.0,0.0,139.2507,0.0,139.2507,0.0,0.173
253,Asia,1968,0.179,0.0,0.0,154.78128,0.0,154.78128,0.0,0.179
254,Asia,1969,0.178,0.0,0.0,160.68423,0.0,160.68423,0.0,0.178
255,Asia,1970,0.40870398,0.0,0.0,164.48134,0.0,164.48134,0.0,0.40870398
256,Asia,1971,0.39761102,0.0,0.0,179.92075,0.0,179.92075,0.0,0.39761102
257,Asia,1972,0.42359102,0.0,0.0,186.07146,0.0,186.07146,0.0,0.42359102
258,Asia,1973,0.450998,0.0,0.0,172.98293,0.0,172.98293,0.0,0.450998
259,Asia,1974,0.514547,0.0,0.0,197.01353,0.0,197.01353,0.0,0.514547
260,Asia,1975,0.598507,0.0,0.0,212.23686,0.0,212.23686,0.0,0.598507
261,Asia,1976,0.528553,0.0,0.0,218.30035,0.0,218.30035,0.0,0.528553
262,Asia,1977,0.752774,0.0,0.0,214.44467,0.0,214.44467,0.0,0.752774
263,Asia,1978,0.967644,0.0,0.0,225.85852,0.0,225.85852,0.0,0.967644
264,Asia,1979,1.881672,0.0,0.0,244.19711,0.0,244.19711,0.0,1.881672
265,Asia,1980,3.27229,0.0,0.0,261.64688,0.0,261.64688,0.0,3.27229
266,Asia,1981,5.158717,0.0,0.0,279.014,0.0,279.014,0.0,5.158717
267,Asia,1982,13.786909,0.0,0.0,276.3654,0.0,276.3654,0.0,13.786909
268,Asia,1983,15.969758,0.0,0.0,289.0298,0.0,289.0298,0.0,15.969758
269,Asia,1984,17.504143,0.0,0.0,289.70355,0.0,289.70355,0.0,17.504143
270,Asia,1985,18.650616,0.0,0.0,343.2253,0.0,343.2253,0.0,18.650616
271,Asia,1986,19.50979,0.0,0.0,345.83762,0.0,345.83762,0.0,19.50979
272,Asia,1987,19.839085,0.0,0.0,358.31186,0.0,358.31186,0.0,19.839085
273,Asia,1988,21.396158,0.0,0.0,411.7138,0.0,411.7138,0.0,21.396158
274,Asia,1989,23.113253,0.0,0.0,421.20538,0.0,421.20538,0.0,23.113253
275,Asia,1990,18.881407,0.004,0.033323232,444.1206,0.033323232,444.1206,0.004,18.881407
276,Asia,1991,19.272646,0.004,0.12300091,449.01508,0.12300091,449.01508,0.004,19.272646
277,Asia,1992,19.529099,0.015500001,0.22078313,452.27505,0.22078313,452.27505,0.015500001,19.529099
278,Asia,1993,19.343426,0.028500002,0.3098508,502.67566,0.3098508,502.67566,0.028500002,19.343426
279,Asia,1994,22.93912,0.036,0.578078,498.8318,0.578078,498.8318,0.036,22.93912
280,Asia,1995,27.571014,0.049510103,1.1145912,538.50226,1.1145912,538.50226,0.049510103,27.571014
281,Asia,1996,28.013805,0.0725606,0.9768788,534.9226,0.9768788,534.9226,0.0725606,28.013805
282,Asia,1997,31.614063,0.116365455,1.1958565,532.8262,1.1958565,532.8262,0.116365455,31.614063
283,Asia,1998,33.696926,0.16731885,1.4579804,564.8095,1.4579804,564.8095,0.16731885,33.696926
284,Asia,1999,36.97982,0.24566661,2.029756,550.17346,2.029756,550.17346,0.24566661,36.97982
285,Asia,2000,40.588943,0.38173443,2.382639,566.6794,2.37,567.84,0.39,46.17
286,Asia,2001,41.515842,0.5543564,3.2005217,611.66364,3.1799998,614.37,0.53,46.760002
287,Asia,2002,42.871227,0.77081144,3.4702802,633.5691,3.4599998,634.97,0.75,48.59
288,Asia,2003,44.736835,1.0533706,4.594285,658.35077,4.58,661.89,0.99999994,49.34
289,Asia,2004,47.316742,1.390835,8.149257,775.4693,8.009999,776.51,1.3100001,52.309998
290,Asia,2005,52.971306,1.7684904,10.250758,803.5207,10.07,807.99,1.61,58.61
291,Asia,2006,56.996235,2.1937077,16.057991,884.3695,16.06,884.44,1.9399999,62.35
292,Asia,2007,63.23911,2.631334,21.330153,928.37085,21.16,925.34,2.31,70.47
293,Asia,2008,71.15207,3.1911235,32.621487,1053.4241,32.57,1058.7301,2.8,76.83
294,Asia,2009,80.0869,4.1230693,50.676037,1023.3779,50.79,1032.65,3.81,86.350006
295,Asia,2010,91.83977,5.857667,77.96537,1178.6938,78.0,1181.38,5.38,101.5
296,Asia,2011,100.99215,10.344753,110.11321,1193.3677,110.26,1197.11,9.73,111.38
297,Asia,2012,109.71559,15.574323,144.08229,1350.7999,144.21,1372.61,14.75,120.56
298,Asia,2013,121.81989,29.2343,184.99315,1458.8453,185.18,1460.41,29.060001,132.93
299,Asia,2014,140.66154,59.336422,211.04466,1592.8458,211.58,1596.9899,58.57,152.15001
300,Asia,2015,163.37277,91.492004,240.93576,1659.4976,241.40999,1666.53,91.189995,175.54001
301,Asia,2016,166.46243,138.28072,312.1903,1723.6475,313.43,1724.79,139.95,179.70999
